mmsi,lat,long,sog,rot,cog,datetimestamp
636092331,48.12226,-5.129785,13.3,-20,71.3,02/03/2016 04:53:28
636092331,48.122353,-5.1292768,13.8,34,72.9,02/03/2016 04:53:34
636092331,48.12248,-5.128785,13.6,-14,71.4,02/03/2016 04:53:40
636092331,48.122547,-5.1282983,13.1,36,74.6,02/03/2016 04:53:46
636092331,48.122654,-5.127655,13.3,28,76.4,02/03/2016 04:53:52
636092331,48.122753,-5.1267166,13.2,21,79.5,02/03/2016 04:54:02
636092331,48.12276,-5.1265783,13.1,21,82.4,02/03/2016 04:54:04
636092331,48.122776,-5.1260767,13.2,17,85.6,02/03/2016 04:54:09
636092331,48.122776,-5.1260767,13.2,17,86.2,02/03/2016 04:54:10
636092331,48.12278,-5.1257133,13.3,13,87,02/03/2016 04:54:13
636092331,48.12276,-5.1251984,13.3,-26,90.3,02/03/2016 04:54:18
636092331,48.12276,-5.1241865,13.2,-30,90,02/03/2016 04:54:30
636092331,48.122726,-5.123598,13.6,26,92.7,02/03/2016 04:54:37
636092331,48.122746,-5.122935,13.4,-22,89.4,02/03/2016 04:54:43
636092331,48.12272,-5.1225767,13.4,9,93.2,02/03/2016 04:54:49
636092331,48.122734,-5.1218286,13.8,-5,89,02/03/2016 04:54:55
636092331,48.12272,-5.1213036,13.8,8,90.8,02/03/2016 04:55:01
636092331,48.12274,-5.1208067,13.2,20,88.6,02/03/2016 04:55:07
636092331,48.122734,-5.120135,13.9,-24,90.9,02/03/2016 04:55:13
636092331,48.12274,-5.1195965,14.1,27,90.5,02/03/2016 04:55:18
636092331,48.122753,-5.119098,13.3,-19,89.1,02/03/2016 04:55:24
636092331,48.12272,-5.1185565,14.1,-11,93.1,02/03/2016 04:55:30
636092331,48.122715,-5.117915,14,20,89.5,02/03/2016 04:55:36
636092331,48.122707,-5.1172667,13.4,-28,91,02/03/2016 04:55:43
636092331,48.12269,-5.1168885,14.1,19,93.1,02/03/2016 04:55:48
636092331,48.122707,-5.1162133,13.5,-15,88.5,02/03/2016 04:55:55
636092331,48.122692,-5.115585,13.2,-18,91.4,02/03/2016 04:56:00
636092331,48.122684,-5.115112,13.9,12,90.6,02/03/2016 04:56:07
636092331,48.122673,-5.114452,13.4,-13,91.8,02/03/2016 04:56:13
636092331,48.12269,-5.114022,13.3,-19,90,02/03/2016 04:56:18
636092331,48.12269,-5.1128917,13.8,13,90,02/03/2016 04:56:30
636092331,48.122715,-5.112243,13.4,-10,88,02/03/2016 04:56:36
636092331,48.122704,-5.111645,13.7,15,90,02/03/2016 04:56:43
636092331,48.122707,-5.11149,14,16,90,02/03/2016 04:56:45
636092331,48.122715,-5.1111865,13.9,19,89.2,02/03/2016 04:56:48
636092331,48.12272,-5.1106,13.4,-8,89.6,02/03/2016 04:56:55
636092331,48.122715,-5.110057,13.8,19,90,02/03/2016 04:57:00
636092331,48.122715,-5.109365,13.9,-16,89.6,02/03/2016 04:57:07
636092331,48.122707,-5.10884,13.6,-14,90.5,02/03/2016 04:57:13
636092331,48.12269,-5.108307,14.1,-21,92.8,02/03/2016 04:57:18
636092331,48.122696,-5.1076965,14,17,89.4,02/03/2016 04:57:24
636092331,48.1227,-5.10674,13.9,10,90.8,02/03/2016 04:57:34
636092331,48.12272,-5.10545,13.8,-23,88.7,02/03/2016 04:57:48
636092331,48.122692,-5.104833,14.3,21,90.7,02/03/2016 04:57:55
636092331,48.122715,-5.1043,13.9,-18,89.4,02/03/2016 04:58:00
636092331,48.122715,-5.103635,13.7,13,89.2,02/03/2016 04:58:07
636092331,48.122715,-5.103007,14.4,-12,90,02/03/2016 04:58:13
636092331,48.122707,-5.1025567,13.7,17,90.8,02/03/2016 04:58:18
636092331,48.12272,-5.1019683,13.7,-2,89,02/03/2016 04:58:24
636092331,48.122696,-5.100937,14.1,30,91.4,02/03/2016 04:58:34
636092331,48.122692,-5.099935,14.4,-8,91,02/03/2016 04:58:45
636092331,48.1227,-5.099385,14.3,30,89.5,02/03/2016 04:58:51
636092331,48.122726,-5.09881,13.4,-20,88.2,02/03/2016 04:58:56
636092331,48.1227,-5.0981317,14.1,18,92.2,02/03/2016 04:59:03
636092331,48.12271,-5.0977383,14.5,18,89.6,02/03/2016 04:59:08
636092331,48.122684,-5.09704,13.7,-24,91.4,02/03/2016 04:59:14
636092331,48.122665,-5.096505,14,18,92.1,02/03/2016 04:59:21
636092331,48.122665,-5.095898,14,-10,90.8,02/03/2016 04:59:27
636092331,48.122673,-5.095363,14.2,-21,90.8,02/03/2016 04:59:32
