mmsi,lat,long,sog,rot,cog,datetimestamp
304927000,48.01371,-5.191563,9.7,127,19.5,19/12/2015 16:12:34
304927000,48.052856,-5.1714935,9.8,-126,17.1,19/12/2015 16:27:45
304927000,48.07398,-5.160927,10.2,-126,20,19/12/2015 16:35:35
304927000,48.07493,-5.1604233,10.3,-126,18.1,19/12/2015 16:35:56
304927000,48.07622,-5.159742,10,-126,18.3,19/12/2015 16:36:26
304927000,48.078888,-5.15839,10.2,-126,19.6,19/12/2015 16:37:26
304927000,48.07979,-5.15792,10.3,127,20,19/12/2015 16:37:45
304927000,48.081112,-5.1572685,10.4,0,17,19/12/2015 16:38:15
304927000,48.08161,-5.1570034,10.4,127,18.8,19/12/2015 16:38:26
304927000,48.08428,-5.1555634,9.9,-126,19.3,19/12/2015 16:39:26
304927000,48.08731,-5.153993,10.1,127,20.2,19/12/2015 16:40:34
304927000,48.088745,-5.1532516,10.3,-126,18.6,19/12/2015 16:41:06
304927000,48.090973,-5.152088,10.4,0,19.6,19/12/2015 16:41:55
304927000,48.091473,-5.1518383,10.4,-126,18.7,19/12/2015 16:42:06
304927000,48.091885,-5.151625,10.5,0,18.6,19/12/2015 16:42:15
304927000,48.093266,-5.1509166,10.4,-126,18,19/12/2015 16:42:45
304927000,48.09784,-5.148608,10.4,-126,18.4,19/12/2015 16:44:24
304927000,48.0983,-5.148383,10.4,0,18.2,19/12/2015 16:44:35
304927000,48.09881,-5.1481385,10.4,0,17.9,19/12/2015 16:44:45
304927000,48.099266,-5.147917,10.5,-126,17,19/12/2015 16:44:56
304927000,48.10061,-5.14724,10.5,0,18.6,19/12/2015 16:45:24
304927000,48.10108,-5.14701,10.7,127,17.3,19/12/2015 16:45:34
304927000,48.101597,-5.1467485,10.7,127,20.6,19/12/2015 16:45:46
304927000,48.102066,-5.1465135,10.6,0,19.7,19/12/2015 16:45:57
304927000,48.103413,-5.145845,10.5,0,16.9,19/12/2015 16:46:24
304927000,48.103878,-5.145612,10.5,127,17.3,19/12/2015 16:46:34
304927000,48.10664,-5.144225,10.4,0,18.9,19/12/2015 16:47:35
304927000,48.107136,-5.1439834,10.4,-126,16.7,19/12/2015 16:47:46
304927000,48.107594,-5.143757,10.4,127,16.9,19/12/2015 16:47:56
304927000,48.1085,-5.14329,10.3,127,19.6,19/12/2015 16:48:15
304927000,48.110313,-5.142393,10.3,-126,17.9,19/12/2015 16:48:56
304927000,48.111233,-5.14194,10.4,-126,19.4,19/12/2015 16:49:15
304927000,48.11165,-5.1417265,10.5,-126,17.9,19/12/2015 16:49:25
304927000,48.11592,-5.139645,10.7,-126,17,19/12/2015 16:50:56
304927000,48.1164,-5.13941,10.8,-126,16.1,19/12/2015 16:51:05
304927000,48.122517,-5.136365,10.7,-126,20.4,19/12/2015 16:53:15
304927000,48.125294,-5.1349783,10.5,-126,19.3,19/12/2015 16:54:15
304927000,48.130768,-5.132095,10,0,27.7,19/12/2015 16:56:15
304927000,48.135315,-5.125787,9.5,-126,57.5,19/12/2015 16:58:35
304927000,48.13555,-5.1252084,9.7,0,57.2,19/12/2015 16:58:45
304927000,48.13704,-5.1217384,9.8,-126,57.1,19/12/2015 16:59:45
304927000,48.137318,-5.12109,10.1,-126,56.4,19/12/2015 16:59:57
304927000,48.137535,-5.1205735,10,-126,57.6,19/12/2015 17:00:06
304927000,48.13778,-5.1199784,9.9,0,58,19/12/2015 17:00:15
304927000,48.13828,-5.118807,10,-126,56.1,19/12/2015 17:00:35
304927000,48.1388,-5.117553,10.1,0,58.5,19/12/2015 17:00:56
304927000,48.139023,-5.117007,10.2,0,58.5,19/12/2015 17:01:06
304927000,48.13928,-5.116397,10.5,127,59.3,19/12/2015 17:01:16
304927000,48.139526,-5.1157866,10.2,127,59,19/12/2015 17:01:26
304927000,48.140324,-5.1139235,10.2,-126,56.2,19/12/2015 17:01:56
304927000,48.14081,-5.112808,10,0,57.1,19/12/2015 17:02:16
304927000,48.14105,-5.112213,10.2,127,58.2,19/12/2015 17:02:25
304927000,48.141777,-5.11049,10.1,127,57.1,19/12/2015 17:02:54
304927000,48.142056,-5.1098185,10.4,0,58.3,19/12/2015 17:03:05
304927000,48.14256,-5.108598,10.3,0,57.6,19/12/2015 17:03:25
304927000,48.143047,-5.10744,10.3,0,57.4,19/12/2015 17:03:44
304927000,48.1433,-5.106827,10.5,127,57.9,19/12/2015 17:03:54
304927000,48.143837,-5.105543,10.3,-126,57.1,19/12/2015 17:04:16
304927000,48.14412,-5.10487,10.5,-126,57.3,19/12/2015 17:04:26
304927000,48.14459,-5.10377,10.4,-126,56.4,19/12/2015 17:04:44
304927000,48.145107,-5.10248,10.3,-126,59.5,19/12/2015 17:05:05
304927000,48.145344,-5.1018467,10.4,-126,60.7,19/12/2015 17:05:15
304927000,48.14559,-5.1011634,10.3,-126,62,19/12/2015 17:05:27
304927000,48.145996,-5.100035,10.3,127,62,19/12/2015 17:05:44
304927000,48.146225,-5.0994,10.3,0,62,19/12/2015 17:05:54
304927000,48.146507,-5.0986433,10.4,127,61.9,19/12/2015 17:06:06
304927000,48.146717,-5.0980816,10.4,0,60.5,19/12/2015 17:06:15
304927000,48.146973,-5.0973916,10.3,0,60.9,19/12/2015 17:06:26
304927000,48.1474,-5.0962567,10.3,-126,60.1,19/12/2015 17:06:44
304927000,48.147633,-5.095627,10.4,127,61,19/12/2015 17:06:54
304927000,48.147915,-5.094875,10.2,-126,60.4,19/12/2015 17:07:06
304927000,48.14811,-5.0943184,10.3,127,63.8,19/12/2015 17:07:15
304927000,48.148365,-5.093635,10,-126,61.3,19/12/2015 17:07:26
304927000,48.148796,-5.092467,10.1,-126,61,19/12/2015 17:07:45
304927000,48.14929,-5.0911684,10.1,-126,60,19/12/2015 17:08:06
304927000,48.149494,-5.090605,10.4,127,60.7,19/12/2015 17:08:15
304927000,48.14975,-5.0899115,10.3,0,60.8,19/12/2015 17:08:26
