mmsi,lat,long,sog,rot,cog,datetimestamp
211286440,47.8531,-5.035895,13.3,-126,141,07/12/2015 14:10:15
211286440,47.849277,-5.0314116,13.3,127,141,07/12/2015 14:11:34
211286440,47.842003,-5.0228314,13.3,0,141,07/12/2015 14:14:03
211286440,47.841,-5.0214615,13.3,0,140,07/12/2015 14:14:24
211286440,47.827198,-5.0047865,13.3,-126,140,07/12/2015 14:19:15
211286440,47.821526,-4.9978566,13.4,-126,140,07/12/2015 14:21:13
211286440,47.81956,-4.995448,13.4,-126,140,07/12/2015 14:21:53
211286440,47.81114,-4.9846334,13.4,0,139,07/12/2015 14:24:54
211286440,47.804005,-4.97549,13.4,0,139,07/12/2015 14:27:25
211286440,47.798504,-4.9682684,13.3,-126,138,07/12/2015 14:29:23
211286440,47.797073,-4.9665117,13.3,127,139,07/12/2015 14:29:54
211286440,47.796207,-4.9653234,13.3,0,138,07/12/2015 14:30:13
211286440,47.795227,-4.96403,13.4,127,138,07/12/2015 14:30:34
211286440,47.79476,-4.9634266,13.4,-126,138,07/12/2015 14:30:44
211286440,47.78684,-4.9531217,13.3,127,139,07/12/2015 14:33:34
211286440,47.78495,-4.950665,13.4,0,138,07/12/2015 14:34:13
211286440,47.78213,-4.9470215,13.4,0,138,07/12/2015 14:35:14
211286440,47.781105,-4.9456534,13.4,0,138,07/12/2015 14:35:34
211286440,47.780712,-4.9452133,13.4,127,139,07/12/2015 14:35:44
211286440,47.78026,-4.9445534,13.5,0,138,07/12/2015 14:35:53
211286440,47.779774,-4.9439735,13.4,-126,138,07/12/2015 14:36:03
211286440,47.778847,-4.9427133,13.5,-126,138,07/12/2015 14:36:24
211286440,47.778316,-4.942095,13.4,0,139,07/12/2015 14:36:34
211286440,47.777958,-4.941553,13.5,0,138,07/12/2015 14:36:43
211286440,47.77748,-4.9410033,13.4,-126,139,07/12/2015 14:36:53
211286440,47.776512,-4.9396935,13.4,0,138,07/12/2015 14:37:14
211286440,47.77598,-4.939055,13.4,0,139,07/12/2015 14:37:24
211286440,47.775524,-4.938445,13.4,127,138,07/12/2015 14:37:34
211286440,47.775093,-4.937878,13.4,-126,138,07/12/2015 14:37:43
211286440,47.77462,-4.93731,13.4,127,139,07/12/2015 14:37:53
211286440,47.773712,-4.936042,13.4,-126,138,07/12/2015 14:38:14
211286440,47.772785,-4.93483,13.4,127,138,07/12/2015 14:38:34
211286440,47.77236,-4.934295,13.3,0,138,07/12/2015 14:38:43
211286440,47.771797,-4.9335685,13.3,0,138,07/12/2015 14:38:54
211286440,47.77133,-4.932955,13.4,0,138,07/12/2015 14:39:05
211286440,47.770344,-4.931695,13.3,0,138,07/12/2015 14:39:25
211286440,47.769978,-4.9311867,13.4,0,138,07/12/2015 14:39:34
211286440,47.769558,-4.93065,13.4,-126,138,07/12/2015 14:39:43
211286440,47.76903,-4.9300065,13.4,127,139,07/12/2015 14:39:55
211286440,47.768562,-4.929382,13.4,127,138,07/12/2015 14:40:05
211286440,47.768063,-4.9286933,13.4,-126,138,07/12/2015 14:40:14
211286440,47.767593,-4.928117,13.3,0,138,07/12/2015 14:40:25
211286440,47.76718,-4.9275417,13.4,0,138,07/12/2015 14:40:34
211286440,47.766754,-4.92701,13.4,-126,138,07/12/2015 14:40:43
211286440,47.766197,-4.926295,13.3,0,138,07/12/2015 14:40:54
211286440,47.76569,-4.9255834,13.4,127,138,07/12/2015 14:41:05
211286440,47.765354,-4.9252086,13.3,127,139,07/12/2015 14:41:14
211286440,47.764805,-4.9244018,13.5,0,138,07/12/2015 14:41:25
211286440,47.764328,-4.9238567,13.4,-126,138,07/12/2015 14:41:34
211286440,47.7634,-4.922635,13.4,-126,138,07/12/2015 14:41:54
211286440,47.762474,-4.9213967,13.4,0,138,07/12/2015 14:42:14
211286440,47.761993,-4.920787,13.4,-126,138,07/12/2015 14:42:25
211286440,47.761585,-4.920242,13.4,127,138,07/12/2015 14:42:34
211286440,47.760654,-4.919,13.4,0,138,07/12/2015 14:42:54
211286440,47.76012,-4.9183283,13.5,127,138,07/12/2015 14:43:05
211286440,47.759674,-4.917683,13.5,0,138,07/12/2015 14:43:14
211286440,47.75924,-4.917125,13.5,-126,138,07/12/2015 14:43:24
211286440,47.758793,-4.916495,13.5,-126,137,07/12/2015 14:43:34
211286440,47.757816,-4.91517,13.5,-126,137,07/12/2015 14:43:54
211286440,47.757347,-4.9145617,13.5,-126,137,07/12/2015 14:44:05
211286440,47.756927,-4.913998,13.5,0,137,07/12/2015 14:44:14
211286440,47.756466,-4.9133816,13.5,0,137,07/12/2015 14:44:24
211286440,47.75593,-4.912725,13.5,0,138,07/12/2015 14:44:34
211286440,47.754993,-4.911482,13.5,127,138,07/12/2015 14:44:54
211286440,47.7546,-4.9108815,13.5,0,137,07/12/2015 14:45:04
211286440,47.754078,-4.910237,13.5,0,138,07/12/2015 14:45:15
211286440,47.753628,-4.9095683,13.5,-126,137,07/12/2015 14:45:24
211286440,47.75226,-4.9077835,13.5,-126,137,07/12/2015 14:45:54
211286440,47.75174,-4.907133,13.5,127,138,07/12/2015 14:46:04
211286440,47.751347,-4.9065084,13.5,-126,137,07/12/2015 14:46:14
211286440,47.750862,-4.9059515,13.5,-126,138,07/12/2015 14:46:24
211286440,47.750412,-4.9053035,13.5,127,137,07/12/2015 14:46:34
211286440,47.74948,-4.904092,13.4,-126,138,07/12/2015 14:46:54
211286440,47.748978,-4.9033732,13.5,0,137,07/12/2015 14:47:04
211286440,47.748528,-4.9027467,13.4,0,137,07/12/2015 14:47:14
211286440,47.748096,-4.9022117,13.4,127,138,07/12/2015 14:47:24
211286440,47.7477,-4.901622,13.4,127,137,07/12/2015 14:47:33
211286440,47.746773,-4.900378,13.4,0,137,07/12/2015 14:47:54
211286440,47.74622,-4.899638,13.4,0,137,07/12/2015 14:48:05
211286440,47.745792,-4.8990917,13.4,127,137,07/12/2015 14:48:13
211286440,47.745346,-4.898433,13.5,127,137,07/12/2015 14:48:24
211286440,47.74395,-4.896623,13.4,0,138,07/12/2015 14:48:54
211286440,47.743507,-4.8959584,13.4,-126,137,07/12/2015 14:49:04
211286440,47.743073,-4.89543,13.4,-126,138,07/12/2015 14:49:13
211286440,47.742573,-4.894728,13.4,0,137,07/12/2015 14:49:24
211286440,47.74216,-4.8941584,13.4,0,137,07/12/2015 14:49:33
211286440,47.741608,-4.8934116,13.4,-126,137,07/12/2015 14:49:44
211286440,47.741173,-4.89289,13.4,127,138,07/12/2015 14:49:53
211286440,47.740772,-4.892288,13.4,0,137,07/12/2015 14:50:03
211286440,47.740257,-4.8916383,13.4,0,137,07/12/2015 14:50:13
211286440,47.739788,-4.89102,13.4,127,138,07/12/2015 14:50:24
211286440,47.739395,-4.89041,13.5,0,137,07/12/2015 14:50:33
211286440,47.738834,-4.8896766,13.5,-126,137,07/12/2015 14:50:44
211286440,47.738453,-4.889205,13.4,127,137,07/12/2015 14:50:53
211286440,47.737957,-4.888507,13.4,127,137,07/12/2015 14:51:03
211286440,47.7375,-4.887883,13.4,0,137,07/12/2015 14:51:13
211286440,47.73704,-4.887262,13.4,127,137,07/12/2015 14:51:23
211286440,47.736572,-4.8866467,13.4,-126,137,07/12/2015 14:51:33
211286440,47.73606,-4.88596,13.4,-126,137,07/12/2015 14:51:45
211286440,47.735634,-4.885425,13.4,0,138,07/12/2015 14:51:53
211286440,47.73476,-4.88424,13.4,0,138,07/12/2015 14:52:13
211286440,47.73426,-4.8835235,13.5,-126,137,07/12/2015 14:52:23
211286440,47.733833,-4.883002,13.4,0,138,07/12/2015 14:52:33
211286440,47.733273,-4.8822417,13.5,0,137,07/12/2015 14:52:45
211286440,47.732872,-4.881652,13.5,0,137,07/12/2015 14:52:54
211286440,47.73243,-4.881125,13.5,-126,138,07/12/2015 14:53:03
211286440,47.731888,-4.8803234,13.5,-126,137,07/12/2015 14:53:14
211286440,47.73146,-4.8798018,13.5,0,138,07/12/2015 14:53:23
211286440,47.73048,-4.8784785,13.5,127,137,07/12/2015 14:53:44
211286440,47.730057,-4.8778915,13.6,0,137,07/12/2015 14:53:54
211286440,47.729553,-4.877207,13.5,-126,137,07/12/2015 14:54:04
211286440,47.72916,-4.876722,13.6,0,138,07/12/2015 14:54:14
211286440,47.728138,-4.87535,13.5,-126,138,07/12/2015 14:54:34
211286440,47.727634,-4.874665,13.5,-126,137,07/12/2015 14:54:44
211286440,47.727177,-4.87401,13.6,-126,137,07/12/2015 14:54:54
211286440,47.72675,-4.873475,13.5,-126,137,07/12/2015 14:55:04
211286440,47.726322,-4.8729234,13.5,127,138,07/12/2015 14:55:14
