mmsi,lat,long,sog,rot,cog,datetimestamp
305714000,48.25282,-5.0606465,5.8,-15,106.4,30/12/2015 06:58:53
305714000,48.249706,-5.055353,5.5,-37,113.4,30/12/2015 07:03:32
305714000,48.24705,-5.0512767,3.8,9,149.7,30/12/2015 07:07:03
305714000,48.245514,-5.048895,4.8,11,114.6,30/12/2015 07:09:03
305714000,48.243477,-5.045727,5.1,-13,112.5,30/12/2015 07:11:51
305714000,48.241653,-5.04313,7.5,32,103.3,30/12/2015 07:14:03
305714000,48.241253,-5.042475,4.4,28,125,30/12/2015 07:14:32
305714000,48.238735,-5.038728,4.3,31,128.3,30/12/2015 07:17:32
305714000,48.236237,-5.0350184,3.5,11,150.2,30/12/2015 07:20:32
305714000,48.236073,-5.034775,4.4,22,142.7,30/12/2015 07:20:43
305714000,48.235935,-5.03463,3.9,16,151.1,30/12/2015 07:20:52
305714000,48.235332,-5.033787,4.7,-23,131.4,30/12/2015 07:21:32
305714000,48.233112,-5.0307417,3.9,-22,153.6,30/12/2015 07:24:03
305714000,48.232964,-5.03055,5.4,-35,120.3,30/12/2015 07:24:13
305714000,48.23067,-5.0272818,4.9,-11,127.2,30/12/2015 07:26:53
305714000,48.23009,-5.026543,4.5,17,122.9,30/12/2015 07:27:33
305714000,48.228737,-5.02426,4,30,118.6,30/12/2015 07:29:14
305714000,48.22848,-5.0237765,4.4,15,135.9,30/12/2015 07:29:32
305714000,48.228317,-5.02355,4.2,0,150.2,30/12/2015 07:29:43
305714000,48.228046,-5.023135,4.2,25,136,30/12/2015 07:30:03
305714000,48.22792,-5.022905,5.1,-17,125.3,30/12/2015 07:30:12
305714000,48.227585,-5.022498,5.8,-15,105.6,30/12/2015 07:30:32
305714000,48.22718,-5.02174,5.4,31,116.1,30/12/2015 07:31:02
305714000,48.226425,-5.0205216,4.6,-7,134.2,30/12/2015 07:31:53
305714000,48.226246,-5.02034,6,-22,111.6,30/12/2015 07:32:02
305714000,48.22611,-5.020125,4.6,-28,170.1,30/12/2015 07:32:12
