mmsi,lat,long,sog,rot,cog,datetimestamp
235097013,48.528416,-4.8564167,7.6,127,169.6,18/10/2015 03:41:31
235097013,48.438377,-4.8372564,7.6,0,160.7,18/10/2015 04:24:22
235097013,48.43812,-4.8371034,7.5,127,158.6,18/10/2015 04:24:31
235097013,48.437428,-4.8367367,7.6,-126,159.5,18/10/2015 04:24:51
235097013,48.436775,-4.8363867,7.5,0,161.8,18/10/2015 04:25:12
235097013,48.43611,-4.8359866,7.3,127,158.4,18/10/2015 04:25:32
235097013,48.435833,-4.8358283,7.2,127,159,18/10/2015 04:25:42
235097013,48.435524,-4.835665,7.1,-126,160,18/10/2015 04:25:51
235097013,48.4349,-4.8353634,7.1,0,161.8,18/10/2015 04:26:12
235097013,48.434586,-4.8352065,7.1,127,161,18/10/2015 04:26:22
235097013,48.43424,-4.83503,7.2,127,161.5,18/10/2015 04:26:32
235097013,48.43395,-4.83491,7.3,-126,164.3,18/10/2015 04:26:41
235097013,48.43363,-4.83476,7.2,0,162.4,18/10/2015 04:26:51
235097013,48.424652,-4.830865,6.9,-126,163.7,18/10/2015 04:31:42
235097013,48.4226,-4.8298283,6.8,0,160.5,18/10/2015 04:32:51
235097013,48.422295,-4.82967,6.9,0,161.1,18/10/2015 04:33:01
235097013,48.421955,-4.829505,7,-126,162.2,18/10/2015 04:33:12
235097013,48.42164,-4.8293486,7,0,161.5,18/10/2015 04:33:22
235097013,48.42136,-4.829213,7.1,-126,162.2,18/10/2015 04:33:31
235097013,48.42074,-4.828902,6.9,127,160.7,18/10/2015 04:33:51
235097013,48.42044,-4.8287582,6.9,0,163.3,18/10/2015 04:34:01
235097013,48.4198,-4.8284636,6.8,0,162.2,18/10/2015 04:34:22
235097013,48.41921,-4.82818,6.7,-126,162,18/10/2015 04:34:42
235097013,48.41894,-4.8280416,6.7,0,161,18/10/2015 04:34:51
235097013,48.418022,-4.8275785,6.8,-126,162,18/10/2015 04:35:22
235097013,48.417763,-4.82742,6.7,127,158.5,18/10/2015 04:35:31
235097013,48.41744,-4.827248,6.7,127,160.9,18/10/2015 04:35:42
235097013,48.41714,-4.8271065,6.7,-126,161.5,18/10/2015 04:35:52
235097013,48.416878,-4.826965,6.7,0,161,18/10/2015 04:36:01
235097013,48.416275,-4.826618,6.6,0,159.7,18/10/2015 04:36:22
235097013,48.416016,-4.8264666,6.7,-126,158.8,18/10/2015 04:36:31
235097013,48.415703,-4.82626,6.7,127,157.3,18/10/2015 04:36:42
235097013,48.414825,-4.8257384,6.8,0,158.2,18/10/2015 04:37:12
235097013,48.414536,-4.825568,6.8,-126,159.1,18/10/2015 04:37:22
235097013,48.413956,-4.8252134,6.8,-126,157.9,18/10/2015 04:37:42
235097013,48.413673,-4.8250117,6.8,127,155.2,18/10/2015 04:37:52
235097013,48.41279,-4.8244634,6.8,0,158.1,18/10/2015 04:38:22
235097013,48.412212,-4.8241014,6.7,127,156.6,18/10/2015 04:38:42
235097013,48.411926,-4.823925,6.7,-126,157.6,18/10/2015 04:38:52
235097013,48.41167,-4.8237615,6.7,0,157.2,18/10/2015 04:39:01
235097013,48.41108,-4.8233967,6.6,0,159,18/10/2015 04:39:22
235097013,48.40996,-4.8228116,6.6,-126,161.7,18/10/2015 04:40:01
235097013,48.40732,-4.821262,6.8,127,157.4,18/10/2015 04:41:32
235097013,48.406998,-4.8210735,6.8,0,159,18/10/2015 04:41:42
235097013,48.40645,-4.8207383,6.8,127,158.5,18/10/2015 04:42:01
235097013,48.406097,-4.8205285,6.8,127,158.2,18/10/2015 04:42:12
235097013,48.404728,-4.81966,6.7,127,157,18/10/2015 04:43:01
235097013,48.40438,-4.81944,6.7,127,156.6,18/10/2015 04:43:12
235097013,48.40414,-4.81929,6.8,-126,157.2,18/10/2015 04:43:22
235097013,48.402435,-4.8182034,6.6,-126,155.9,18/10/2015 04:44:21
235097013,48.401848,-4.81781,6.6,0,158.1,18/10/2015 04:44:42
235097013,48.40018,-4.816715,6.7,0,155.1,18/10/2015 04:45:41
235097013,48.3996,-4.8163066,6.8,127,154.6,18/10/2015 04:46:01
235097013,48.399254,-4.816078,6.8,127,156.1,18/10/2015 04:46:12
235097013,48.399014,-4.815945,6.8,0,158.9,18/10/2015 04:46:21
235097013,48.39479,-4.81393,6.9,127,171.2,18/10/2015 04:48:41
235097013,48.39352,-4.81381,6.8,-126,177.8,18/10/2015 04:49:21
235097013,48.392586,-4.8137317,6.7,0,177.3,18/10/2015 04:49:51
235097013,48.392246,-4.8136883,6.7,127,174.5,18/10/2015 04:50:02
235097013,48.391655,-4.813645,6.7,-126,178.2,18/10/2015 04:50:21
235097013,48.390713,-4.81353,6.7,127,174.9,18/10/2015 04:50:51
235097013,48.39038,-4.8135033,6.6,0,176.5,18/10/2015 04:51:02
235097013,48.389805,-4.813445,6.6,0,175.9,18/10/2015 04:51:21
235097013,48.389492,-4.8134084,6.7,-126,175.9,18/10/2015 04:51:31
235097013,48.389145,-4.8133817,6.8,-126,177.9,18/10/2015 04:51:42
235097013,48.388866,-4.81334,6.8,127,175.4,18/10/2015 04:51:51
235097013,48.388527,-4.8133383,6.7,-126,179.1,18/10/2015 04:52:02
235097013,48.388187,-4.8132935,6.7,-126,174.8,18/10/2015 04:52:12
235097013,48.38794,-4.813258,6.7,0,174.7,18/10/2015 04:52:21
235097013,48.387295,-4.813205,6.6,0,176.8,18/10/2015 04:52:41
235097013,48.387024,-4.81318,6.6,127,176.7,18/10/2015 04:52:51
