mmsi,lat,long,sog,rot,cog,datetimestamp
244740921,48.277565,-4.83214,9.2,-126,77.5,24/02/2016 19:35:19
244740921,48.277653,-4.831655,9.1,0,73.2,24/02/2016 19:35:27
244740921,48.278046,-4.82977,9.2,127,71.5,24/02/2016 19:35:58
244740921,48.278168,-4.829225,9.1,-126,72.3,24/02/2016 19:36:07
244740921,48.278435,-4.8280168,9,0,70.4,24/02/2016 19:36:28
244740921,48.278748,-4.8266883,9.1,127,69.2,24/02/2016 19:36:49
244740921,48.280746,-4.819075,9.1,127,68.8,24/02/2016 19:38:57
244740921,48.281837,-4.814952,9.1,127,67.4,24/02/2016 19:40:08
244740921,48.282158,-4.81379,8.9,127,66.8,24/02/2016 19:40:28
244740921,48.282497,-4.8125567,9.1,0,66.9,24/02/2016 19:40:49
244740921,48.282635,-4.812025,9.1,-126,70.1,24/02/2016 19:40:58
244740921,48.282776,-4.8114233,9.1,0,68.7,24/02/2016 19:41:09
244740921,48.28341,-4.8090434,8.7,127,67.5,24/02/2016 19:41:49
244740921,48.283543,-4.8085284,8.9,0,67.9,24/02/2016 19:41:58
244740921,48.28498,-4.803465,8.9,0,67.5,24/02/2016 19:43:28
244740921,48.285114,-4.802962,8.5,-126,68.1,24/02/2016 19:43:37
244740921,48.285286,-4.80229,8.6,0,67.8,24/02/2016 19:43:48
244740921,48.28541,-4.80179,8.5,-126,68.2,24/02/2016 19:43:58
244740921,48.28557,-4.801242,8.4,127,67.4,24/02/2016 19:44:08
244740921,48.28631,-4.7985334,8.6,0,68.9,24/02/2016 19:44:57
244740921,48.286625,-4.79732,8.6,-126,68.3,24/02/2016 19:45:19
244740921,48.286755,-4.796815,8.7,0,68.3,24/02/2016 19:45:28
244740921,48.286915,-4.7961965,8.8,127,67.6,24/02/2016 19:45:39
244740921,48.28705,-4.795688,8.7,0,68.8,24/02/2016 19:45:47
244740921,48.28718,-4.7951765,8.8,-126,68,24/02/2016 19:45:57
244740921,48.287323,-4.7946033,8.7,0,69.2,24/02/2016 19:46:08
244740921,48.2875,-4.7939134,8.9,-126,69,24/02/2016 19:46:19
244740921,48.287632,-4.7933965,8.8,0,68.9,24/02/2016 19:46:28
244740921,48.287796,-4.792765,8.9,-126,70.5,24/02/2016 19:46:39
244740921,48.288074,-4.791732,9,127,69.3,24/02/2016 19:46:57
244740921,48.28821,-4.791148,9,0,71.1,24/02/2016 19:47:07
244740921,48.289616,-4.785898,8.9,-126,70.1,24/02/2016 19:48:39
244740921,48.28989,-4.7848034,9,127,69.6,24/02/2016 19:48:57
244740921,48.2922,-4.77671,9.2,-126,64.9,24/02/2016 19:51:19
244740921,48.29294,-4.774505,9.3,127,65.5,24/02/2016 19:51:58
244740921,48.293118,-4.773908,9.3,-126,67.2,24/02/2016 19:52:07
244740921,48.293495,-4.772595,9.4,-126,66.4,24/02/2016 19:52:29
244740921,48.293648,-4.7720532,9.3,127,65.8,24/02/2016 19:52:39
