mmsi,lat,long,sog,rot,cog,datetimestamp
249104000,48.311245,-5.1171565,10.5,15,118.1,25/02/2016 20:37:41
249104000,48.30942,-5.11185,10.2,9,117.3,25/02/2016 20:39:02
249104000,48.307526,-5.1060467,10.4,12,116.9,25/02/2016 20:40:32
249104000,48.30409,-5.0958066,10.3,10,116.6,25/02/2016 20:43:11
249104000,48.30169,-5.0885434,10.4,-11,116.7,25/02/2016 20:45:02
249104000,48.301468,-5.087915,10.5,12,116.3,25/02/2016 20:45:12
249104000,48.30126,-5.08728,10.3,16,117.1,25/02/2016 20:45:22
249104000,48.301067,-5.0867033,10.1,-14,117,25/02/2016 20:45:31
249104000,48.298508,-5.0788965,10.2,-6,117.9,25/02/2016 20:47:31
249104000,48.297268,-5.0750117,10.5,10,115.4,25/02/2016 20:48:31
249104000,48.295307,-5.06905,10.3,13,116,25/02/2016 20:50:02
249104000,48.295086,-5.068392,10.6,-12,115.8,25/02/2016 20:50:12
249104000,48.294674,-5.06707,10.3,11,115.8,25/02/2016 20:50:32
249104000,48.294262,-5.065825,10.4,13,116.1,25/02/2016 20:50:51
249104000,48.29404,-5.0651684,10.5,-9,116.2,25/02/2016 20:51:01
249104000,48.293835,-5.064433,10.5,-15,115.8,25/02/2016 20:51:12
249104000,48.293186,-5.0625334,10.5,-14,116.2,25/02/2016 20:51:41
249104000,48.292767,-5.0612416,10.2,21,116.4,25/02/2016 20:52:01
249104000,48.292553,-5.0605884,10.2,-8,116.6,25/02/2016 20:52:11
249104000,48.292324,-5.059865,10.8,9,115.7,25/02/2016 20:52:22
249104000,48.292107,-5.05923,10.5,16,117,25/02/2016 20:52:32
249104000,48.29188,-5.0586467,10.3,12,116.6,25/02/2016 20:52:41
249104000,48.29168,-5.0580134,10.5,12,116.8,25/02/2016 20:52:51
249104000,48.29124,-5.0567117,10.7,-10,117.1,25/02/2016 20:53:11
249104000,48.2908,-5.05533,10.4,-19,116.7,25/02/2016 20:53:32
249104000,48.29016,-5.0534534,10.5,-10,117.2,25/02/2016 20:54:01
249104000,48.289955,-5.052795,10.7,-9,116.4,25/02/2016 20:54:11
249104000,48.2897,-5.052097,10.4,15,115.9,25/02/2016 20:54:22
249104000,48.28951,-5.0514283,10.3,11,116.4,25/02/2016 20:54:32
249104000,48.288845,-5.04945,10.2,-15,115.9,25/02/2016 20:55:02
249104000,48.28866,-5.04886,10.8,-15,114.7,25/02/2016 20:55:11
249104000,48.288433,-5.048148,10.5,0,115.5,25/02/2016 20:55:22
249104000,48.28823,-5.047495,10.5,-9,115.7,25/02/2016 20:55:32
249104000,48.28802,-5.0468984,10.4,12,114.9,25/02/2016 20:55:41
249104000,48.287594,-5.0455,10.8,-14,115.3,25/02/2016 20:56:02
249104000,48.287373,-5.0449233,10.6,6,115.7,25/02/2016 20:56:11
249104000,48.287132,-5.044192,10.5,-9,116.6,25/02/2016 20:56:22
249104000,48.286934,-5.0435386,10.6,-17,115.4,25/02/2016 20:56:32
249104000,48.286312,-5.04155,10.5,7,114.6,25/02/2016 20:57:02
249104000,48.2859,-5.0402117,10.4,-14,115.3,25/02/2016 20:57:22
249104000,48.285717,-5.03961,10.6,-9,114.2,25/02/2016 20:57:31
249104000,48.2855,-5.0389667,10.4,4,116,25/02/2016 20:57:41
249104000,48.285294,-5.0383034,10.7,-11,116.4,25/02/2016 20:57:51
249104000,48.285053,-5.037585,10.5,8,115.2,25/02/2016 20:58:02
249104000,48.284866,-5.036997,10.5,10,115.9,25/02/2016 20:58:11
249104000,48.284645,-5.0363317,10.5,-13,116.5,25/02/2016 20:58:21
249104000,48.284447,-5.0356784,10.7,4,115.7,25/02/2016 20:58:31
249104000,48.284233,-5.0350184,10.3,-9,115.1,25/02/2016 20:58:41
249104000,48.283787,-5.0336266,10.4,11,115.7,25/02/2016 20:59:02
249104000,48.28359,-5.033048,10.1,-17,116.2,25/02/2016 20:59:11
249104000,48.283382,-5.032388,10.7,7,114.3,25/02/2016 20:59:21
249104000,48.282967,-5.031093,10.1,-2,116.5,25/02/2016 20:59:41
249104000,48.282745,-5.03043,10.6,14,116.4,25/02/2016 20:59:52
249104000,48.28253,-5.029752,10.3,9,115.4,25/02/2016 21:00:02
249104000,48.28234,-5.0291266,10.5,6,115.7,25/02/2016 21:00:11
249104000,48.28208,-5.02848,10.5,1,116.2,25/02/2016 21:00:21
249104000,48.281895,-5.027817,10.4,-8,116.6,25/02/2016 21:00:32
249104000,48.281673,-5.0271516,10.4,4,115.6,25/02/2016 21:00:41
249104000,48.28146,-5.0264883,10.3,12,115.4,25/02/2016 21:00:51
249104000,48.28125,-5.025843,10.5,-9,116.3,25/02/2016 21:01:01
249104000,48.281025,-5.025202,10.5,-11,116.5,25/02/2016 21:01:11
249104000,48.28084,-5.024565,10.3,-10,116.4,25/02/2016 21:01:21
249104000,48.280624,-5.023878,10.6,-11,115.6,25/02/2016 21:01:31
249104000,48.280403,-5.0232615,10.6,14,115.1,25/02/2016 21:01:41
249104000,48.280148,-5.02251,10.5,9,115.8,25/02/2016 21:01:52
249104000,48.279964,-5.0219383,10.4,9,117.3,25/02/2016 21:02:01
249104000,48.279747,-5.02129,10.6,10,116.9,25/02/2016 21:02:11
249104000,48.27952,-5.02058,10.3,-7,116.5,25/02/2016 21:02:22
249104000,48.279312,-5.0199666,10.7,-14,116.4,25/02/2016 21:02:31
249104000,48.27912,-5.0193133,10.6,-11,115.7,25/02/2016 21:02:41
249104000,48.278885,-5.018615,10.3,-3,115.2,25/02/2016 21:02:52
249104000,48.278694,-5.018005,10.4,-15,116.2,25/02/2016 21:03:01
249104000,48.278465,-5.017367,10.6,-9,116.6,25/02/2016 21:03:11
249104000,48.278244,-5.016645,10.6,-8,116.6,25/02/2016 21:03:22
249104000,48.278046,-5.01606,10.7,-9,115.1,25/02/2016 21:03:31
249104000,48.277832,-5.01539,10.3,14,115.2,25/02/2016 21:03:41
249104000,48.277607,-5.0146565,10.3,6,115.8,25/02/2016 21:03:52
249104000,48.277405,-5.0140867,10.6,14,116.1,25/02/2016 21:04:01
249104000,48.277195,-5.013427,10.3,-12,115.1,25/02/2016 21:04:11
249104000,48.27696,-5.012708,10.4,-14,115.9,25/02/2016 21:04:22
249104000,48.276752,-5.0120616,10.5,15,115.2,25/02/2016 21:04:32
249104000,48.276573,-5.0114665,10.1,4,116.1,25/02/2016 21:04:41
249104000,48.27634,-5.010735,10.5,-11,115.4,25/02/2016 21:04:52
249104000,48.276134,-5.0101666,10.4,12,115.7,25/02/2016 21:05:01
249104000,48.27595,-5.0095115,10.4,-9,116.1,25/02/2016 21:05:11
249104000,48.275513,-5.0081534,10.2,-7,116.6,25/02/2016 21:05:32
249104000,48.275295,-5.007575,10.4,-12,115.3,25/02/2016 21:05:41
249104000,48.27508,-5.0068583,10.5,10,115,25/02/2016 21:05:52
249104000,48.274895,-5.0062933,10.2,-11,116.8,25/02/2016 21:06:01
249104000,48.2747,-5.00562,10.5,-14,115,25/02/2016 21:06:11
249104000,48.274456,-5.00491,10.4,-7,115.2,25/02/2016 21:06:22
249104000,48.274258,-5.00426,10.4,-16,116,25/02/2016 21:06:32
249104000,48.274067,-5.003687,10.4,4,115.7,25/02/2016 21:06:41
249104000,48.273808,-5.0029783,10,11,116.1,25/02/2016 21:06:52
249104000,48.27366,-5.0024486,10.4,-12,115.3,25/02/2016 21:07:01
249104000,48.27342,-5.0017385,10.4,16,114.9,25/02/2016 21:07:11
249104000,48.273197,-5.0010366,10.2,10,115,25/02/2016 21:07:22
249104000,48.27299,-5.0003734,10.4,-11,114.9,25/02/2016 21:07:32
249104000,48.27281,-4.99979,10.3,17,115.8,25/02/2016 21:07:41
249104000,48.272583,-4.999075,10.2,7,115.9,25/02/2016 21:07:52
249104000,48.27238,-4.998503,10.4,0,116.6,25/02/2016 21:08:01
249104000,48.272175,-4.997845,10.5,-8,116.2,25/02/2016 21:08:11
249104000,48.271713,-4.996495,10.4,10,115.3,25/02/2016 21:08:32
249104000,48.271507,-4.995905,10.2,13,116.2,25/02/2016 21:08:41
249104000,48.27134,-4.9953265,10.5,-9,116.7,25/02/2016 21:08:51
249104000,48.271107,-4.9945965,10.3,-12,115.3,25/02/2016 21:09:01
249104000,48.270893,-4.9939466,10.3,-12,115.5,25/02/2016 21:09:11
249104000,48.270473,-4.992655,10.4,11,115.5,25/02/2016 21:09:32
249104000,48.270264,-4.992,10.3,-9,115.6,25/02/2016 21:09:42
249104000,48.27009,-4.991403,10.6,9,115,25/02/2016 21:09:51
249104000,48.26985,-4.9906816,10.3,6,114.4,25/02/2016 21:10:01
249104000,48.269653,-4.990035,10.1,-13,114.9,25/02/2016 21:10:11
249104000,48.269215,-4.98866,10.4,12,115.9,25/02/2016 21:10:32
249104000,48.26903,-4.988075,10.3,-6,114.9,25/02/2016 21:10:41
249104000,48.26862,-4.986705,10.4,-10,115.7,25/02/2016 21:11:02
249104000,48.26842,-4.98613,10.2,-11,115.3,25/02/2016 21:11:11
249104000,48.268208,-4.985425,10.4,-11,115.3,25/02/2016 21:11:22
249104000,48.268005,-4.984783,10.3,7,115.4,25/02/2016 21:11:32
249104000,48.267822,-4.9842,10.5,-15,115.6,25/02/2016 21:11:41
249104000,48.267624,-4.983585,10.5,-10,114.8,25/02/2016 21:11:51
249104000,48.267403,-4.9828167,10.4,11,115.3,25/02/2016 21:12:02
249104000,48.26718,-4.9821568,10.2,-18,116.5,25/02/2016 21:12:12
249104000,48.26697,-4.9814982,10.7,-14,115.9,25/02/2016 21:12:22
249104000,48.26657,-4.980263,10.4,-9,114.8,25/02/2016 21:12:41
249104000,48.2664,-4.97969,10.6,12,115,25/02/2016 21:12:51
249104000,48.26615,-4.9789,10.3,15,115.1,25/02/2016 21:13:02
249104000,48.265953,-4.9782333,10.4,-16,114.9,25/02/2016 21:13:12
249104000,48.265354,-4.976333,10.7,-16,115.2,25/02/2016 21:13:41
249104000,48.265167,-4.9757485,10.3,15,113.8,25/02/2016 21:13:51
249104000,48.264935,-4.974965,10.1,11,114.6,25/02/2016 21:14:02
249104000,48.26473,-4.9742885,10.6,-13,115.3,25/02/2016 21:14:12
249104000,48.264328,-4.9730735,10.3,15,117.3,25/02/2016 21:14:32
249104000,48.264114,-4.972415,10.5,-14,116.1,25/02/2016 21:14:41
249104000,48.263935,-4.971832,10.5,10,114.3,25/02/2016 21:14:51
249104000,48.263706,-4.97111,10.3,18,115.5,25/02/2016 21:15:02
249104000,48.263474,-4.9703784,10.3,-7,115.9,25/02/2016 21:15:12
249104000,48.26331,-4.9698668,10.6,12,115.5,25/02/2016 21:15:21
249104000,48.26307,-4.9690766,10.3,-5,115.6,25/02/2016 21:15:32
249104000,48.262886,-4.96848,10.5,-16,115.3,25/02/2016 21:15:41
249104000,48.262688,-4.9678984,10.3,-10,115.1,25/02/2016 21:15:51
249104000,48.26243,-4.967107,10.3,-10,114.8,25/02/2016 21:16:02
249104000,48.262245,-4.96645,10.6,11,113.9,25/02/2016 21:16:12
249104000,48.26208,-4.965935,10.2,14,114.8,25/02/2016 21:16:21
249104000,48.261845,-4.96514,10.4,-14,114.7,25/02/2016 21:16:32
249104000,48.26165,-4.9645414,10.4,5,113.6,25/02/2016 21:16:41
