mmsi,lat,long,sog,rot,cog,datetimestamp
565494000,48.182682,-5.08225,12.6,0,65.6,11/01/2016 10:22:16
565494000,48.18294,-5.0814815,12.4,-126,65.6,11/01/2016 10:22:26
565494000,48.183674,-5.0792117,12.6,0,64.6,11/01/2016 10:22:55
565494000,48.1869,-5.0691185,12.5,0,68.1,11/01/2016 10:25:05
565494000,48.188004,-5.0661,12.4,-126,61.2,11/01/2016 10:25:45
565494000,48.18824,-5.0653114,12.5,127,62.4,11/01/2016 10:25:56
565494000,48.190365,-5.058305,12.5,-126,66.2,11/01/2016 10:27:25
565494000,48.190685,-5.05745,12.7,0,62,11/01/2016 10:27:36
565494000,48.19144,-5.055082,12.4,-126,63.6,11/01/2016 10:28:05
565494000,48.19298,-5.0504,12.1,127,62.8,11/01/2016 10:29:05
565494000,48.193516,-5.0489435,12.7,-126,59.2,11/01/2016 10:29:25
565494000,48.19378,-5.0481167,12,0,61.9,11/01/2016 10:29:35
565494000,48.194054,-5.047475,12,127,57.7,11/01/2016 10:29:45
565494000,48.19462,-5.0458984,12.1,-126,61.6,11/01/2016 10:30:05
565494000,48.195126,-5.0443068,12.7,0,64.1,11/01/2016 10:30:26
565494000,48.196606,-5.039573,12.6,-126,64.7,11/01/2016 10:31:26
565494000,48.196823,-5.038747,12.9,0,69.7,11/01/2016 10:31:35
565494000,48.200058,-5.0298233,11.7,-126,68.6,11/01/2016 10:33:35
565494000,48.200317,-5.0290217,12.7,0,64.3,11/01/2016 10:33:45
565494000,48.200535,-5.028275,12,0,63,11/01/2016 10:33:55
565494000,48.20079,-5.0273767,12.5,0,65.1,11/01/2016 10:34:06
565494000,48.20102,-5.026715,12,-126,62.6,11/01/2016 10:34:15
565494000,48.20128,-5.025925,12.5,127,62.5,11/01/2016 10:34:25
565494000,48.202015,-5.023607,12.2,127,64.6,11/01/2016 10:34:55
565494000,48.202297,-5.022733,12.4,127,63.5,11/01/2016 10:35:06
565494000,48.20298,-5.0204916,13.1,-126,67.3,11/01/2016 10:35:35
565494000,48.203274,-5.0195684,12.2,-126,63.8,11/01/2016 10:35:46
565494000,48.203484,-5.0188017,13.1,0,66.2,11/01/2016 10:35:55
565494000,48.203735,-5.017958,12.4,-126,65.2,11/01/2016 10:36:07
565494000,48.203968,-5.017215,12.9,-126,63.3,11/01/2016 10:36:16
565494000,48.20438,-5.0157185,12,0,67,11/01/2016 10:36:35
565494000,48.20491,-5.014058,12.6,0,61.4,11/01/2016 10:36:55
565494000,48.20518,-5.01318,12.6,127,62.7,11/01/2016 10:37:07
565494000,48.20566,-5.011677,12.6,127,63.5,11/01/2016 10:37:26
565494000,48.206146,-5.009977,12,-126,66.8,11/01/2016 10:37:46
565494000,48.206383,-5.0092034,13.3,-126,66,11/01/2016 10:37:55
565494000,48.206852,-5.0076017,12.9,0,68,11/01/2016 10:38:15
565494000,48.207336,-5.0060816,13.2,127,65.4,11/01/2016 10:38:35
565494000,48.208637,-5.0019484,13.5,0,62.8,11/01/2016 10:39:25
565494000,48.208855,-5.0012364,13,127,63.9,11/01/2016 10:39:35
565494000,48.20912,-5.00034,12.5,0,66.5,11/01/2016 10:39:45
565494000,48.20966,-4.9986415,12.7,127,64.2,11/01/2016 10:40:06
565494000,48.210125,-4.997092,12.8,0,65.2,11/01/2016 10:40:25
565494000,48.21056,-4.99542,12.9,-126,73.4,11/01/2016 10:40:45
565494000,48.210835,-4.994623,12.8,0,65.4,11/01/2016 10:40:56
565494000,48.211075,-4.9937215,12.7,127,68.8,11/01/2016 10:41:06
565494000,48.211346,-4.9929185,13,-126,63.8,11/01/2016 10:41:16
565494000,48.211586,-4.99222,12.6,127,63.1,11/01/2016 10:41:25
565494000,48.2118,-4.9914665,12.8,127,66.2,11/01/2016 10:41:35
565494000,48.212048,-4.9905734,12.9,0,68.7,11/01/2016 10:41:45
565494000,48.212547,-4.9888616,12.9,127,65.2,11/01/2016 10:42:06
565494000,48.21278,-4.988025,13,0,66.4,11/01/2016 10:42:16
565494000,48.212997,-4.987305,12.7,0,65.2,11/01/2016 10:42:25
565494000,48.213715,-4.984825,12.8,-126,66.9,11/01/2016 10:42:56
565494000,48.213997,-4.983905,13.3,127,65.2,11/01/2016 10:43:06
565494000,48.214214,-4.983092,12.7,127,69.8,11/01/2016 10:43:16
565494000,48.214447,-4.9823585,12.9,-126,66.8,11/01/2016 10:43:25
565494000,48.2147,-4.981537,13.2,0,65.7,11/01/2016 10:43:35
565494000,48.21524,-4.9799266,13.2,-126,63.2,11/01/2016 10:43:56
565494000,48.215534,-4.9790516,12.9,0,61.9,11/01/2016 10:44:06
565494000,48.215805,-4.978212,13.4,127,63,11/01/2016 10:44:16
565494000,48.216007,-4.97748,12.8,127,66.7,11/01/2016 10:44:25
565494000,48.21626,-4.9766316,13.4,-126,66.4,11/01/2016 10:44:35
565494000,48.21652,-4.9758368,12.9,127,63.8,11/01/2016 10:44:45
565494000,48.216755,-4.9749517,13.6,127,68.3,11/01/2016 10:44:55
565494000,48.216995,-4.9740515,13.1,-126,71.4,11/01/2016 10:45:06
565494000,48.217487,-4.9724817,13,0,65.8,11/01/2016 10:45:25
565494000,48.218033,-4.97082,13.4,0,62.4,11/01/2016 10:45:45
565494000,48.218594,-4.9690886,13.4,0,65.2,11/01/2016 10:46:06
